,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk,동_eclo,주야간_eclo,노면상태_eclo,기상상태_eclo,eclo_risk_sum,eclo_risk_mul
1503,권선구,오목천동,주간,적설,흐림,26.0,2.0,1.0,3.0,32.0,58.19912822018928,4.56,4.476795931341386,4.25,4.421875,49.70867093134139,145.02921686268274
1504,팔달구,매교동,주간,적설,맑음,24.0,2.0,1.0,5.0,32.0,56.394566707887535,4.3,4.476795931341386,4.25,4.460807600950119,49.4876035322915,138.70762986743335
1505,권선구,곡반정동,주간,적설,눈,27.0,2.0,1.0,2.0,32.0,59.10140897634015,4.230769230769231,4.476795931341386,4.25,3.5714285714285716,48.52899373353919,134.57721823630914
1506,권선구,곡반정동,주간,기타,기타,27.0,2.0,2.0,1.0,32.0,59.10140897634015,4.230769230769231,4.476795931341386,4.666666666666667,4.833333333333333,50.20756516211062,137.35102776011868
1507,팔달구,매교동,주간,기타,비,24.0,2.0,2.0,4.0,32.0,56.394566707887535,4.3,4.476795931341386,4.666666666666667,4.798319327731092,50.24178192573914,140.68020250694045
1508,팔달구,매산로2가,주간,건조,눈,23.0,2.0,5.0,2.0,32.0,55.49228595173667,3.1666666666666665,4.476795931341386,4.444769140853302,3.5714285714285716,47.65966031028992,111.15362804313975
1509,권선구,오목천동,야간,적설,비,26.0,1.0,1.0,4.0,32.0,58.25680714434716,4.56,4.488599348534202,4.25,4.798319327731092,50.0969186762653,146.49187665945857
1510,팔달구,매산로2가,주간,기타,맑음,23.0,2.0,2.0,5.0,32.0,55.49228595173666,3.1666666666666665,4.476795931341386,4.666666666666667,4.460807600950119,48.77093686562483,113.42429653410002
1511,팔달구,매교동,야간,기타,맑음,24.0,1.0,2.0,5.0,32.0,56.45224563204541,4.3,4.488599348534202,4.666666666666667,4.460807600950119,49.91607361615098,139.32597068661812
1512,장안구,천천동,주간,적설,기타,28.0,2.0,1.0,1.0,32.0,60.00368973249103,5.518518518518518,4.476795931341386,4.25,4.833333333333333,51.07864778319324,172.55544371453462
1513,팔달구,매산로2가,주간,서리/결빙,비,23.0,2.0,3.0,4.0,32.0,55.49228595173667,3.1666666666666665,4.476795931341386,4.875,4.798319327731092,49.31678192573914,115.60520250694047
1514,권선구,오목천동,야간,기타,흐림,26.0,1.0,2.0,3.0,32.0,58.25680714434716,4.56,4.488599348534202,4.666666666666667,4.421875,50.13714101520087,145.64755768186754
1515,장안구,이목동,주간,젖음/습기,비,22.0,2.0,4.0,4.0,32.0,54.5900051955858,4.176470588235294,4.476795931341386,4.841059602649007,4.798319327731092,50.29264544995678,139.39346052537965
1516,팔달구,매산로2가,야간,젖음/습기,비,23.0,1.0,4.0,4.0,32.0,55.54996487589455,3.1666666666666665,4.488599348534202,4.841059602649007,4.798319327731092,49.29464494558096,115.87944840338794
1517,권선구,오목천동,야간,젖음/습기,기타,26.0,1.0,4.0,1.0,32.0,58.25680714434716,4.56,4.488599348534202,4.841059602649007,4.833333333333333,50.72299228451654,147.24617109246356
1518,장안구,이목동,야간,젖음/습기,맑음,22.0,1.0,4.0,5.0,32.0,54.64768411974367,4.176470588235294,4.488599348534202,4.841059602649007,4.460807600950119,49.96693714036862,138.03922870505733
1519,팔달구,매산로2가,야간,서리/결빙,맑음,23.0,1.0,3.0,5.0,32.0,55.54996487589455,3.1666666666666665,4.488599348534202,4.875,4.460807600950119,48.991073616150985,114.25097068661813
1520,팔달구,팔달로2가,주간,젖음/습기,맑음,21.0,2.0,4.0,5.0,32.0,53.68772443943492,4.2,4.476795931341386,4.841059602649007,4.460807600950119,49.97866313494051,138.8218682780294
1521,장안구,이목동,야간,건조,비,22.0,1.0,5.0,4.0,32.0,54.64768411974368,4.176470588235294,4.488599348534202,4.444769140853302,4.798319327731092,49.908158405353895,137.78807530490155
1522,팔달구,팔달로2가,야간,건조,맑음,21.0,1.0,5.0,5.0,32.0,53.74540336359281,4.2,4.488599348534202,4.444769140853302,4.460807600950119,49.594176090337626,137.21648305755133
1523,팔달구,매산로2가,주간,젖음/습기,흐림,23.0,2.0,4.0,3.0,32.0,55.49228595173667,3.1666666666666665,4.476795931341386,4.841059602649007,4.421875,48.906397200657054,114.41678860661213
1524,팔달구,매산로2가,야간,건조,눈,23.0,1.0,5.0,2.0,31.0,54.46074030062635,3.1666666666666665,4.488599348534202,4.444769140853302,3.5714285714285716,46.67146372748274,106.68863552899118
1525,장안구,이목동,주간,건조,눈,22.0,2.0,5.0,2.0,31.0,53.5007806203176,4.176470588235294,4.476795931341386,4.444769140853302,3.5714285714285716,47.669464231858555,130.2026476509829
1526,팔달구,매산로2가,주간,건조,기타,23.0,2.0,5.0,1.0,31.0,54.40306137646847,3.1666666666666665,4.476795931341386,4.444769140853302,4.833333333333333,47.92156507219469,108.84410423361594
1527,권선구,당수동,주간,건조,맑음,19.0,2.0,5.0,5.0,31.0,50.79393835186498,4.538461538461538,4.476795931341386,4.444769140853302,4.460807600950119,48.92083421160635,139.71224480246912
1528,팔달구,매산로2가,주간,서리/결빙,흐림,23.0,2.0,3.0,3.0,31.0,54.40306137646847,3.1666666666666665,4.476795931341386,4.875,4.421875,47.94033759800805,109.6775501960161
1529,팔달구,북수동,주간,건조,맑음,19.0,2.0,5.0,5.0,31.0,50.79393835186498,4.615384615384615,4.476795931341386,4.444769140853302,4.460807600950119,48.99775728852942,141.17378326400757
1530,장안구,이목동,야간,젖음/습기,비,22.0,1.0,4.0,4.0,31.0,53.55845954447548,4.176470588235294,4.488599348534202,4.841059602649007,4.798319327731092,49.304448867149596,134.92846801123108
1531,팔달구,매교동,주간,적설,비,24.0,2.0,1.0,4.0,31.0,55.30534213261934,4.3,4.476795931341386,4.25,4.798319327731092,48.825115259072476,135.59686917360713
1532,장안구,이목동,야간,서리/결빙,맑음,22.0,1.0,3.0,5.0,31.0,53.55845954447548,4.176470588235294,4.488599348534202,4.875,4.460807600950119,49.00087753771962,133.29999029446128
1533,팔달구,매산로2가,주간,젖음/습기,눈,23.0,2.0,4.0,2.0,31.0,54.40306137646847,3.1666666666666665,4.476795931341386,4.841059602649007,3.5714285714285716,47.05595077208562,108.29402074946927
1534,권선구,곡반정동,주간,적설,기타,27.0,2.0,1.0,1.0,31.0,58.01218440107195,4.230769230769231,4.476795931341386,4.25,4.833333333333333,48.790898495443955,132.26769442678534
1535,팔달구,고등동,주간,적설,흐림,25.0,2.0,1.0,3.0,31.0,56.20762288877021,3.9545454545454546,4.476795931341386,4.25,4.421875,48.10321638588684,125.33285322631913
1536,권선구,입북동,주간,건조,맑음,19.0,2.0,5.0,5.0,31.0,50.79393835186498,5.076923076923077,4.476795931341386,4.444769140853302,4.460807600950119,49.45929575006789,149.94301403323834
1537,팔달구,매교동,주간,기타,흐림,24.0,2.0,2.0,3.0,31.0,55.30534213261934,4.3,4.476795931341386,4.666666666666667,4.421875,48.86533759800805,134.7525501960161
1538,팔달구,팔달로2가,야간,건조,비,21.0,1.0,5.0,4.0,31.0,52.65617878832461,4.2,4.488599348534202,4.444769140853302,4.798319327731092,48.9316878171186,134.10572236372508
1539,팔달구,매교동,야간,기타,비,24.0,1.0,2.0,4.0,31.0,55.363021056777214,4.3,4.488599348534202,4.666666666666667,4.798319327731092,49.253585342931956,136.2152099927919
1540,팔달구,매교동,야간,적설,맑음,24.0,1.0,1.0,5.0,31.0,55.363021056777214,4.3,4.488599348534202,4.25,4.460807600950119,48.49940694948432,134.2426373532848
1541,팔달구,팔달로2가,야간,젖음/습기,맑음,21.0,1.0,4.0,5.0,31.0,52.6561787883246,4.2,4.488599348534202,4.841059602649007,4.460807600950119,48.99046655213333,134.35687576388085
1542,팔달구,매교동,야간,젖음/습기,눈,24.0,1.0,4.0,2.0,31.0,55.363021056777214,4.3,4.488599348534202,4.841059602649007,3.5714285714285716,48.20108752261177,134.19569490198737
1543,팔달구,매산로2가,야간,기타,맑음,23.0,1.0,2.0,5.0,31.0,54.46074030062634,3.1666666666666665,4.488599348534202,4.666666666666667,4.460807600950119,47.78274028281765,108.95930401995146
1544,팔달구,매산로2가,주간,기타,비,23.0,2.0,2.0,4.0,31.0,54.40306137646847,3.1666666666666665,4.476795931341386,4.666666666666667,4.798319327731092,48.10844859240581,110.3135358402738
1545,팔달구,매산로2가,야간,젖음/습기,흐림,23.0,1.0,4.0,3.0,31.0,54.46074030062635,3.1666666666666665,4.488599348534202,4.841059602649007,4.421875,47.91820061784987,109.95179609246357
1546,팔달구,고등동,주간,서리/결빙,기타,25.0,2.0,3.0,1.0,31.0,56.20762288877021,3.9545454545454546,4.476795931341386,4.875,4.833333333333333,49.139674719220174,127.27556155965246
1547,팔달구,매산로2가,야간,서리/결빙,비,23.0,1.0,3.0,4.0,31.0,54.46074030062635,3.1666666666666665,4.488599348534202,4.875,4.798319327731092,48.32858534293196,111.14020999279191
1548,팔달구,매교동,야간,서리/결빙,흐림,24.0,1.0,3.0,3.0,31.0,55.36302105677722,4.3,4.488599348534202,4.875,4.421875,49.0854743485342,135.57922434853418
1549,팔달구,고등동,주간,기타,눈,25.0,2.0,2.0,2.0,31.0,56.2076228887702,3.9545454545454546,4.476795931341386,4.666666666666667,3.5714285714285716,47.66943662398207,124.2934187025096
1550,팔달구,매산로2가,주간,적설,맑음,23.0,2.0,1.0,5.0,31.0,54.40306137646847,3.1666666666666665,4.476795931341386,4.25,4.460807600950119,47.35427019895817,108.3409632007667
1551,장안구,이목동,주간,서리/결빙,비,22.0,2.0,3.0,4.0,31.0,53.5007806203176,4.176470588235294,4.476795931341386,4.875,4.798319327731092,49.326585847307776,134.6542221147836
1552,팔달구,매교동,야간,건조,기타,24.0,1.0,5.0,1.0,31.0,55.36302105677722,4.3,4.488599348534202,4.444769140853302,4.833333333333333,49.06670182272084,134.74577838613405
1553,장안구,이목동,야간,건조,흐림,22.0,1.0,5.0,3.0,31.0,53.55845954447548,4.176470588235294,4.488599348534202,4.444769140853302,4.421875,48.5317140776228,131.86042299397718
1554,권선구,오목천동,주간,기타,기타,26.0,2.0,2.0,1.0,31.0,57.10990364492108,4.56,4.476795931341386,4.666666666666667,4.833333333333333,49.53679593134139,141.68025852934943
1555,팔달구,팔달로2가,주간,젖음/습기,비,21.0,2.0,4.0,4.0,31.0,52.598499864166726,4.2,4.476795931341386,4.841059602649007,4.798319327731092,49.316174861721485,135.71110758420318
1556,팔달구,고등동,야간,적설,비,25.0,1.0,1.0,4.0,31.0,56.26530181292809,3.9545454545454546,4.488599348534202,4.25,4.798319327731092,48.49146413081075,126.79551302309494
1557,장안구,이목동,주간,기타,맑음,22.0,2.0,2.0,5.0,31.0,53.50078062031759,4.176470588235294,4.476795931341386,4.666666666666667,4.460807600950119,48.780740787193466,132.47331614194317
1558,팔달구,고등동,야간,기타,흐림,25.0,1.0,2.0,3.0,31.0,56.26530181292809,3.9545454545454546,4.488599348534202,4.666666666666667,4.421875,48.53168646974632,125.9511940455039
1559,장안구,이목동,주간,젖음/습기,흐림,22.0,2.0,4.0,3.0,31.0,53.5007806203176,4.176470588235294,4.476795931341386,4.841059602649007,4.421875,48.91620112222569,133.46580821445528
1560,팔달구,고등동,야간,젖음/습기,기타,25.0,1.0,4.0,1.0,31.0,56.26530181292809,3.9545454545454546,4.488599348534202,4.841059602649007,4.833333333333333,49.117537739061994,127.54980745609993
1561,팔달구,팔달로2가,주간,건조,흐림,21.0,2.0,5.0,3.0,31.0,52.59849986416673,4.2,4.476795931341386,4.444769140853302,4.421875,48.54344007219469,132.64306256694928
1562,팔달구,팔달로2가,주간,서리/결빙,맑음,21.0,2.0,3.0,5.0,31.0,52.598499864166726,4.2,4.476795931341386,4.875,4.460807600950119,49.01260353229151,134.08262986743335
1563,권선구,곡반정동,야간,적설,눈,27.0,1.0,1.0,2.0,31.0,58.06986332522983,4.230769230769231,4.488599348534202,4.25,3.5714285714285716,47.540797150732004,130.1122257221606
1564,권선구,곡반정동,야간,기타,기타,27.0,1.0,2.0,1.0,31.0,58.06986332522983,4.230769230769231,4.488599348534202,4.666666666666667,4.833333333333333,49.219368579303435,132.8860352459701
1565,팔달구,고등동,야간,서리/결빙,눈,25.0,1.0,3.0,2.0,31.0,56.26530181292809,3.9545454545454546,4.488599348534202,4.875,3.5714285714285716,47.889573374508224,125.1200928550277
1566,팔달구,매교동,주간,서리/결빙,눈,24.0,2.0,3.0,2.0,31.0,55.30534213261934,4.3,4.476795931341386,4.875,3.5714285714285716,48.22322450276995,133.9214490055399
1567,권선구,오목천동,야간,적설,흐림,26.0,1.0,1.0,3.0,31.0,57.16758256907896,4.56,4.488599348534202,4.25,4.421875,48.720474348534204,140.5642243485342
1568,권선구,오목천동,야간,기타,눈,26.0,1.0,2.0,2.0,31.0,57.16758256907895,4.56,4.488599348534202,4.666666666666667,3.5714285714285716,48.28669458662944,139.52478982472468
1569,장안구,천천동,야간,적설,기타,28.0,1.0,1.0,1.0,31.0,58.97214408138071,5.518518518518518,4.488599348534202,4.25,4.833333333333333,50.090451200386056,168.09045120038604
1570,팔달구,매교동,주간,젖음/습기,기타,24.0,2.0,4.0,1.0,31.0,55.30534213261934,4.3,4.476795931341386,4.841059602649007,4.833333333333333,49.45118886732372,136.35116360661212
1571,권선구,오목천동,주간,적설,눈,26.0,2.0,1.0,2.0,31.0,57.10990364492108,4.56,4.476795931341386,4.25,3.5714285714285716,47.85822450276996,138.90644900553988
1572,권선구,오목천동,야간,서리/결빙,기타,26.0,1.0,3.0,1.0,31.0,57.16758256907896,4.56,4.488599348534202,4.875,4.833333333333333,49.75693268186754,142.50693268186754
1573,장안구,이목동,주간,적설,맑음,22.0,2.0,1.0,5.0,30.0,52.411556045049394,4.176470588235294,4.476795931341386,4.25,4.460807600950119,47.3640741205268,127.38998280860984
1574,장안구,이목동,주간,서리/결빙,흐림,22.0,2.0,3.0,3.0,30.0,52.4115560450494,4.176470588235294,4.476795931341386,4.875,4.421875,47.95014151957668,128.72656980385926
1575,팔달구,팔달로2가,주간,서리/결빙,비,21.0,2.0,3.0,4.0,30.0,51.50927528889853,4.2,4.476795931341386,4.875,4.798319327731092,48.35011525907248,130.97186917360713
1576,권선구,당수동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776,4.538461538461538,4.476795931341386,4.841059602649007,4.460807600950119,48.31712467340205,136.85263750879864
1577,팔달구,매산로2가,주간,기타,흐림,23.0,2.0,2.0,3.0,30.0,53.31383680120027,3.1666666666666665,4.476795931341386,4.666666666666667,4.421875,46.732004264674714,104.38588352934943
1578,장안구,이목동,야간,젖음/습기,흐림,22.0,1.0,4.0,3.0,30.0,52.46923496920728,4.176470588235294,4.488599348534202,4.841059602649007,4.421875,47.9280045394185,129.0008157003067
1579,팔달구,고등동,야간,기타,눈,25.0,1.0,2.0,2.0,30.0,55.17607723765988,3.9545454545454546,4.488599348534202,4.666666666666667,3.5714285714285716,46.68124004117489,119.82842618836104
1580,장안구,이목동,주간,기타,비,22.0,2.0,2.0,4.0,30.0,52.411556045049394,4.176470588235294,4.476795931341386,4.666666666666667,4.798319327731092,48.11825251397444,129.36255544811695
1581,권선구,입북동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776,5.076923076923077,4.476795931341386,4.841059602649007,4.460807600950119,48.85558621186359,147.08340673956786
1582,팔달구,매산로2가,야간,건조,기타,23.0,1.0,5.0,1.0,30.0,53.37151572535815,3.1666666666666665,4.488599348534202,4.444769140853302,4.833333333333333,46.933368489387504,104.37911171946737
1583,팔달구,팔달로2가,주간,젖음/습기,흐림,21.0,2.0,4.0,3.0,30.0,51.50927528889853,4.2,4.476795931341386,4.841059602649007,4.421875,47.93973053399039,129.7834552732788
1584,권선구,곡반정동,야간,적설,기타,27.0,1.0,1.0,1.0,30.0,56.98063874996163,4.230769230769231,4.488599348534202,4.25,4.833333333333333,47.80270191263677,127.80270191263676
1585,팔달구,팔달로2가,주간,건조,눈,21.0,2.0,5.0,2.0,30.0,51.50927528889853,4.2,4.476795931341386,4.444769140853302,3.5714285714285716,46.69299364362326,126.52029470980642
1586,팔달구,매산로2가,주간,적설,비,23.0,2.0,1.0,4.0,30.0,53.31383680120027,3.1666666666666665,4.476795931341386,4.25,4.798319327731092,46.69178192573914,105.23020250694047
1587,팔달구,매교동,주간,적설,흐림,24.0,2.0,1.0,3.0,30.0,54.21611755735114,4.3,4.476795931341386,4.25,4.421875,47.44867093134138,129.66921686268276
1588,팔달구,매교동,야간,젖음/습기,기타,24.0,1.0,4.0,1.0,30.0,54.27379648150902,4.3,4.488599348534202,4.841059602649007,4.833333333333333,48.46299228451654,131.88617109246357
1589,팔달구,팔달로2가,야간,서리/결빙,맑음,21.0,1.0,3.0,5.0,30.0,51.566954213056405,4.2,4.488599348534202,4.875,4.460807600950119,48.02440694948432,129.6176373532848
1590,팔달구,팔달로2가,주간,기타,맑음,21.0,2.0,2.0,5.0,30.0,51.50927528889852,4.2,4.476795931341386,4.666666666666667,4.460807600950119,47.80427019895817,128.7909632007667
1591,팔달구,매산로2가,야간,젖음/습기,눈,23.0,1.0,4.0,2.0,30.0,53.371515725358144,3.1666666666666665,4.488599348534202,4.841059602649007,3.5714285714285716,46.06775418927844,103.8290282353207
1592,팔달구,고등동,야간,적설,흐림,25.0,1.0,1.0,3.0,30.0,55.17607723765989,3.9545454545454546,4.488599348534202,4.25,4.421875,47.115019803079655,120.86786071217057
1593,팔달구,매산로2가,야간,적설,맑음,23.0,1.0,1.0,5.0,30.0,53.371515725358144,3.1666666666666665,4.488599348534202,4.25,4.460807600950119,46.366073616150985,103.87597068661813
1594,권선구,오목천동,주간,적설,기타,26.0,2.0,1.0,1.0,30.0,56.02067906965288,4.56,4.476795931341386,4.25,4.833333333333333,48.12012926467472,136.5969251960161
1595,팔달구,매교동,주간,기타,눈,24.0,2.0,2.0,2.0,30.0,54.21611755735113,4.3,4.476795931341386,4.666666666666667,3.5714285714285716,47.014891169436616,128.62978233887324
1596,팔달구,매교동,야간,기타,흐림,24.0,1.0,2.0,3.0,30.0,54.27379648150902,4.3,4.488599348534202,4.666666666666667,4.421875,47.87714101520086,130.28755768186753
1597,권선구,입북동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678,5.076923076923077,4.476795931341386,4.444769140853302,4.798319327731092,48.79680747684886,146.8322533394121
1598,팔달구,북수동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678,4.615384615384615,4.476795931341386,4.444769140853302,4.798319327731092,48.335269015310395,138.06302257018132
1599,장안구,이목동,야간,건조,눈,22.0,1.0,5.0,2.0,30.0,52.46923496920728,4.176470588235294,4.488599348534202,4.444769140853302,3.5714285714285716,46.68126764905137,125.73765513683433
1600,팔달구,북수동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466,4.615384615384615,4.488599348534202,4.444769140853302,4.460807600950119,48.00956070572224,136.708790749859
1601,팔달구,매산로2가,야간,서리/결빙,흐림,23.0,1.0,3.0,3.0,30.0,53.37151572535815,3.1666666666666665,4.488599348534202,4.875,4.421875,46.952141015200866,105.21255768186754
1602,권선구,당수동,주간,건조,비,19.0,2.0,5.0,4.0,30.0,49.70471377659678,4.538461538461538,4.476795931341386,4.444769140853302,4.798319327731092,48.25834593838732,136.60148410864286
1603,권선구,당수동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466,4.538461538461538,4.488599348534202,4.444769140853302,4.460807600950119,47.932637628799164,135.24725228832054
1604,팔달구,매산로2가,주간,서리/결빙,눈,23.0,2.0,3.0,2.0,30.0,53.31383680120027,3.1666666666666665,4.476795931341386,4.875,3.5714285714285716,46.08989116943662,103.55478233887324
1605,권선구,입북동,야간,건조,맑음,19.0,1.0,5.0,5.0,30.0,49.76239270075466,5.076923076923077,4.488599348534202,4.444769140853302,4.460807600950119,48.471099167260704,145.47802151908976
1606,팔달구,매교동,야간,적설,비,24.0,1.0,1.0,4.0,30.0,54.27379648150902,4.3,4.488599348534202,4.25,4.798319327731092,47.83691867626529,131.13187665945856
1607,권선구,오목천동,야간,기타,기타,26.0,1.0,2.0,1.0,30.0,56.07835799381076,4.56,4.488599348534202,4.666666666666667,4.833333333333333,48.548599348534204,137.21526601520088
1608,권선구,오목천동,야간,적설,눈,26.0,1.0,1.0,2.0,30.0,56.07835799381076,4.56,4.488599348534202,4.25,3.5714285714285716,46.87002791996277,134.44145649139134
1609,팔달구,북수동,주간,젖음/습기,맑음,19.0,2.0,4.0,5.0,30.0,49.704713776596776,4.615384615384615,4.476795931341386,4.841059602649007,4.460807600950119,48.39404775032512,138.3141759703371
1610,팔달구,고등동,주간,기타,기타,25.0,2.0,2.0,1.0,30.0,55.118398313502006,3.9545454545454546,4.476795931341386,4.666666666666667,4.833333333333333,47.93134138588684,121.98389489298579
1611,팔달구,매교동,주간,서리/결빙,기타,24.0,2.0,3.0,1.0,30.0,54.21611755735114,4.3,4.476795931341386,4.875,4.833333333333333,48.48512926467472,131.6119251960161
1612,장안구,이목동,주간,건조,기타,22.0,2.0,5.0,1.0,30.0,52.4115560450494,4.176470588235294,4.476795931341386,4.444769140853302,4.833333333333333,47.93136899376332,127.89312384145909
1613,장안구,이목동,주간,젖음/습기,눈,22.0,2.0,4.0,2.0,30.0,52.411556045049394,4.176470588235294,4.476795931341386,4.841059602649007,3.5714285714285716,47.065754693654256,127.34304035731242
1614,팔달구,매교동,야간,서리/결빙,눈,24.0,1.0,3.0,2.0,30.0,54.27379648150902,4.3,4.488599348534202,4.875,3.5714285714285716,47.23502791996277,129.45645649139135
1615,팔달구,매산로2가,야간,기타,비,23.0,1.0,2.0,4.0,30.0,53.371515725358144,3.1666666666666665,4.488599348534202,4.666666666666667,4.798319327731092,47.12025200959862,105.84854332612524
1616,장안구,이목동,야간,서리/결빙,비,22.0,1.0,3.0,4.0,30.0,52.46923496920728,4.176470588235294,4.488599348534202,4.875,4.798319327731092,48.33838926450059,130.18922960063506
1617,팔달구,매산로2가,주간,젖음/습기,기타,23.0,2.0,4.0,1.0,30.0,53.31383680120027,3.1666666666666665,4.476795931341386,4.841059602649007,4.833333333333333,47.31785553399039,105.98449693994546
1618,팔달구,고등동,야간,서리/결빙,기타,25.0,1.0,3.0,1.0,30.0,55.17607723765989,3.9545454545454546,4.488599348534202,4.875,4.833333333333333,48.15147813641299,122.8105690455039
1619,팔달구,고등동,주간,적설,눈,25.0,2.0,1.0,2.0,30.0,55.118398313502006,3.9545454545454546,4.476795931341386,4.25,3.5714285714285716,46.25276995731541,119.21008536917627
1620,팔달구,팔달로2가,야간,젖음/습기,비,21.0,1.0,4.0,4.0,30.0,51.566954213056405,4.2,4.488599348534202,4.841059602649007,4.798319327731092,48.3279782789143,131.2461150700546
1621,장안구,이목동,야간,기타,맑음,22.0,1.0,2.0,5.0,30.0,52.46923496920727,4.176470588235294,4.488599348534202,4.666666666666667,4.460807600950119,47.79254420438628,128.0083236277946
1622,팔달구,팔달로2가,야간,건조,흐림,21.0,1.0,5.0,3.0,30.0,51.56695421305641,4.2,4.488599348534202,4.444769140853302,4.421875,47.55524348938751,128.1780700528007
1623,팔달구,팔달로2가,주간,젖음/습기,눈,21.0,2.0,4.0,2.0,29.0,50.42005071363032,4.2,4.476795931341386,4.841059602649007,3.5714285714285716,46.08928410541896,123.66068741613594
1624,권선구,입북동,주간,서리/결빙,맑음,19.0,2.0,3.0,5.0,29.0,48.61548920132858,5.076923076923077,4.476795931341386,4.875,4.460807600950119,47.889526609214585,142.34416832897182
1625,팔달구,매산로2가,야간,기타,흐림,23.0,1.0,2.0,3.0,29.0,52.28229115008995,3.1666666666666665,4.488599348534202,4.666666666666667,4.421875,45.74380768186753,99.92089101520087
1626,팔달구,매산로2가,야간,젖음/습기,기타,23.0,1.0,4.0,1.0,29.0,52.28229115008995,3.1666666666666665,4.488599348534202,4.841059602649007,4.833333333333333,46.329658951183205,101.5195044257969
1627,권선구,입북동,주간,건조,흐림,19.0,2.0,5.0,3.0,29.0,48.615489201328586,5.076923076923077,4.476795931341386,4.444769140853302,4.421875,47.42036314911777,140.90460102848772
1628,권선구,입북동,야간,건조,비,19.0,1.0,5.0,4.0,29.0,48.67316812548646,5.076923076923077,4.488599348534202,4.444769140853302,4.798319327731092,47.80861089404168,142.36726082526354
1629,장안구,이목동,야간,건조,기타,22.0,1.0,5.0,1.0,29.0,51.38001039393908,4.176470588235294,4.488599348534202,4.444769140853302,4.833333333333333,46.94317241095614,123.42813132731052
1630,권선구,입북동,주간,젖음/습기,비,19.0,2.0,4.0,4.0,29.0,48.61548920132858,5.076923076923077,4.476795931341386,4.841059602649007,4.798319327731092,48.19309793864456,143.9726460457416
1631,장안구,이목동,야간,적설,맑음,22.0,1.0,1.0,5.0,29.0,51.380010393939074,4.176470588235294,4.488599348534202,4.25,4.460807600950119,46.37587753771962,122.92499029446128
1632,팔달구,매산로2가,주간,적설,흐림,23.0,2.0,1.0,3.0,29.0,52.22461222593207,3.1666666666666665,4.476795931341386,4.25,4.421875,45.31533759800805,99.3025501960161
1633,장안구,이목동,야간,기타,비,22.0,1.0,2.0,4.0,29.0,51.380010393939074,4.176470588235294,4.488599348534202,4.666666666666667,4.798319327731092,47.130055931167256,124.89756293396839
1634,권선구,입북동,야간,젖음/습기,맑음,19.0,1.0,4.0,5.0,29.0,48.673168125486455,5.076923076923077,4.488599348534202,4.841059602649007,4.460807600950119,47.867389629056404,142.6184142254193
1635,장안구,이목동,주간,젖음/습기,기타,22.0,2.0,4.0,1.0,29.0,51.3223314697812,4.176470588235294,4.476795931341386,4.841059602649007,4.833333333333333,47.32765945555902,125.03351654778861
1636,팔달구,매산로2가,주간,기타,눈,23.0,2.0,2.0,2.0,29.0,52.22461222593206,3.1666666666666665,4.476795931341386,4.666666666666667,3.5714285714285716,44.88155783610328,98.26311567220657
1637,팔달구,팔달로2가,주간,서리/결빙,흐림,21.0,2.0,3.0,3.0,29.0,50.42005071363033,4.2,4.476795931341386,4.875,4.421875,46.97367093134139,125.04421686268277
1638,팔달구,북수동,야간,젖음/습기,맑음,19.0,1.0,4.0,5.0,29.0,48.673168125486455,4.615384615384615,4.488599348534202,4.841059602649007,4.460807600950119,47.40585116751794,133.8491834561885
1639,장안구,이목동,야간,서리/결빙,흐림,22.0,1.0,3.0,3.0,29.0,51.38001039393908,4.176470588235294,4.488599348534202,4.875,4.421875,46.9619449367695,124.26157728971069
1640,권선구,오목천동,야간,적설,기타,26.0,1.0,1.0,1.0,29.0,54.98913341854256,4.56,4.488599348534202,4.25,4.833333333333333,47.13193268186754,132.13193268186754
1641,팔달구,매산로2가,주간,서리/결빙,기타,23.0,2.0,3.0,1.0,29.0,52.22461222593207,3.1666666666666665,4.476795931341386,4.875,4.833333333333333,46.351795931341385,101.24525852934943
1642,장안구,이목동,야간,젖음/습기,눈,22.0,1.0,4.0,2.0,29.0,51.380010393939074,4.176470588235294,4.488599348534202,4.841059602649007,3.5714285714285716,46.07755811084707,122.87804784316386
1643,팔달구,매산로2가,야간,서리/결빙,눈,23.0,1.0,3.0,2.0,29.0,52.28229115008995,3.1666666666666665,4.488599348534202,4.875,3.5714285714285716,45.101694586629435,99.08978982472468
1644,장안구,이목동,주간,기타,흐림,22.0,2.0,2.0,3.0,29.0,51.3223314697812,4.176470588235294,4.476795931341386,4.666666666666667,4.421875,46.74180818624335,123.43490313719258
1645,팔달구,매교동,주간,기타,기타,24.0,2.0,2.0,1.0,29.0,53.126892982082936,4.3,4.476795931341386,4.666666666666667,4.833333333333333,47.27679593134138,126.32025852934942
1646,팔달구,팔달로2가,야간,건조,눈,21.0,1.0,5.0,2.0,29.0,50.47772963778821,4.2,4.488599348534202,4.444769140853302,3.5714285714285716,45.70479706081608,122.05530219565786
